ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
52,http://fm-digital-assets.fieldmuseum.org/1084/013/C0641833F.jpg,3243244,C0641833F,,,Anemia,tomentosa,,,,20888,1943-11-27,,27 Nov 1943,624270,,,,,Lavalleja,Uruguay,Lavalleja,,-33.944135,33  56 38.89 S,-54.983337,54 59 00.01 W,18049,53.0,411851.0,104451.0,,,,,,,51.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,http://fm-digital-assets.fieldmuseum.org/1084/027/C0641847F.jpg,3243259,C0641847F,,,Anemia,tomentosa,,,,1200,1937-06-25,,25 Jun 1937,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,54.0,411851.0,104451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://fm-digital-assets.fieldmuseum.org/1090/657/C0648517F.jpg,3247073,C0648517F,,,Polystichum,aculeatum,,,,1379,1965-06-27,,27 Jun 1965,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,55.0,599154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,http://fm-digital-assets.fieldmuseum.org/1091/021/C0648877F.jpg,3247442,C0648877F,,,Rumohra,adiantiformis,,,,7324,1968-06-08,,08 Jun 1968,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,56.0,622344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,http://fm-digital-assets.fieldmuseum.org/1091/022/C0648878F.jpg,3247443,C0648878F,,,Rumohra,adiantiformis,,,,1863,1937-05-18,,18 May 1937,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,57.0,622344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://fm-digital-assets.fieldmuseum.org/1091/023/C0648879F.jpg,3247444,C0648879F,,,Rumohra,adiantiformis,,,,4551.5,1942-10-02,,02 Oct 1942,23797,,,,,Florida,Uruguay,Florida,,-33.7758,33  46 33 S,-55.8598,55 51 35 W,18049,58.0,622344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,http://fm-digital-assets.fieldmuseum.org/224/915/V0071599F.jpg,351805,V0071599F,864817.0,,Dodonaea,arborea,,,,1839,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,59.0,113704.0,284037.0,,,,,,,52.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,http://fm-digital-assets.fieldmuseum.org/1064/256/C0664430F.jpg,3315634,C0664430F,,,Woodsia,montevidensis,,,,,,,,25802,150.0,,492.0,,Cerro Colorado,Uruguay,Florida,,,,,,23797,60.0,82706.0,89248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,http://fm-digital-assets.fieldmuseum.org/59/154/V0062942F.jpg,330880,V0062942F,844438.0,,Malva,capitata,,,,s.n.,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,61.0,112139.0,285063.0,,,,,,,53.0,697.0,Luis Née,L. Née,Luis,,Née,Person,Botany Master,ASA Botanist ID 149848,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,http://fm-digital-assets.fieldmuseum.org/44/326/V0045276F.jpg,271949,V0045276F,537709.0,,Tillandsia,xiphioides,,arequitae,Variety,320,1890-10-03,,,18050,,,,,Grotte d'Arequita,Uruguay,,,,,,,18049,62.0,117992.0,414496.0,,,,,,,54.0,26643.0,Édouard-François André,Ed. André,Édouard-François,,André,Person,Botany Master,ASA Botanist ID 101709,,E. André,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,http://fm-digital-assets.fieldmuseum.org/34/052/5241.jpg,246987,,,,Chiropetalum,intermedium,,,,37,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,63.0,17387.0,283603.0,,,,,,,55.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,http://fm-digital-assets.fieldmuseum.org/33/927/5116.jpg,249322,,,,Croton,heteroneurus,,,,516,1836,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,64.0,21720.0,89693.0,,,,,,,56.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,http://fm-digital-assets.fieldmuseum.org/34/045/5234.jpg,211530,,,,Ditaxis,rosularis,,,,15,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,65.0,25939.0,89705.0,,,,,,,57.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,http://fm-digital-assets.fieldmuseum.org/57/199/V0060960F.jpg,215597,V0060960F,1000380.0,,Glechon,serpyllifolia,,,,2025,1816,1821,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,66.0,33615.0,284353.0,,,,,,,58.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,http://fm-digital-assets.fieldmuseum.org/1257/427/31406.jpg,225607,,,,Myrtus,suffruticosa,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,67.0,51422.0,97489.0,,,,,,,59.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,219456,,,,Jussiaea,bruchellii,,,,,1856,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,68.0,40616.0,284729.0,,,,,,,60.0,3232.0,Alfred Courbon,A. Courbon,Alfred,,Courbon,Person,Botany Master,ASA Botanist ID 109146,,M. Courbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,212245,,,,Epilobium,brasiliense,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,69.0,27766.0,27757.0,,,,,,,61.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,http://fm-digital-assets.fieldmuseum.org/28/693/12544.jpg,245877,,,,Castela,tweedii,,,,,1875-10-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,70.0,15234.0,283494.0,,,,,,,62.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,http://fm-digital-assets.fieldmuseum.org/37/514/9048.jpg,246012,,,,Cayaponia,sandia,,,,231,1875-11-10,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,71.0,15581.0,15515.0,,,,,,,63.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,http://fm-digital-assets.fieldmuseum.org/54/223/V0053683F.jpg,275928,V0053683F,572885.0,,Callitriche,rimosa,,,,695a,1924-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,72.0,13458.0,283401.0,,,,,,,64.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,http://fm-digital-assets.fieldmuseum.org/48/421/V0049657F.jpg,266358,V0049657F,1252628.0,,Aster,chebataroffii,,,,2056,1938,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,73.0,7215.0,84739.0,,,,,,,65.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,http://fm-digital-assets.fieldmuseum.org/44/608/V0045722F.jpg,250394,V0045722F,1319310.0,,Eriocaulon,moldenkei,,,,2110,1947-12-07,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,74.0,28080.0,89598.0,,,,,,,66.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,http://fm-digital-assets.fieldmuseum.org/46/485/V0047622F.jpg,254288,V0047622F,1252650.0,,Guilleminea,elongata,,,,1891,1937-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,75.0,34954.0,284412.0,,,,,,,67.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,http://fm-digital-assets.fieldmuseum.org/61/723/V0056103F.jpg,279903,V0056103F,767170.0,,Croton,arechavaletae,bicolor,,,1193a,1929-09-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,76.0,21511.0,21510.0,,,,,,,68.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,http://fm-digital-assets.fieldmuseum.org/61/760/V0056140F.jpg,279991,V0056140F,568263.0,,Croton,herteri,,,,252,1927-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,77.0,21718.0,89693.0,,,,,,,69.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,http://fm-digital-assets.fieldmuseum.org/471/058/24483.jpg,249312,,,,Croton,harmsianus,,,,75,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,78.0,21710.0,89693.0,,,,,,,70.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,http://fm-digital-assets.fieldmuseum.org/471/041/24466.jpg,249145,,,,Croton,arechavaletae,,,,1193a,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,79.0,21510.0,89693.0,,,,,,,71.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,http://fm-digital-assets.fieldmuseum.org/1414/396/32532.jpg,209496,,,,Croton,montevidensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,80.0,21835.0,89693.0,,,,,,,72.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,213057,,,,Eugenia,guabiju,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,81.0,29441.0,97464.0,,,,,,,73.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,http://fm-digital-assets.fieldmuseum.org/26/570/10143.jpg,244305,,,,Caiophora,arechavaletae,,,,3425,1877-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,82.0,12530.0,95437.0,,,,,,,74.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,http://fm-digital-assets.fieldmuseum.org/129/937/V0066442F.jpg,261625,V0066442F,207575.0,,Oenothera,acaulis,,grandiflora,Variety,s.n.,1886-04-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,83.0,53016.0,53015.0,,,,,,,75.0,20061.0,Carl E. O. Kuntze,O. Kuntze,Carl,Ernst Otto,Kuntze,Person,Botany Master,ASA Botanist ID 101450 | 147247,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,http://fm-digital-assets.fieldmuseum.org/277/297/20204.jpg,227186,,,,Oxypetalum,coccinum,,,,629,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,84.0,54441.0,285554.0,,,,,,,76.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,227817,,,,Passiflora,foetida,,vitacea,Variety,2529,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,85.0,56011.0,98891.0,,,,,,,77.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,228059,,,,Pavonia,cymbalaria,,,,,1828-08-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,86.0,56433.0,95867.0,,,,,,,78.0,22179.0,Monsieur Claude Gay,C. Gay,Claude,,Gay,Person,Botany Master,ASA Botanist ID 101605,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,225588,,,,Myrtus,pauciflora,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,87.0,51400.0,97489.0,,,,,,,79.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,http://fm-digital-assets.fieldmuseum.org/128/634/V0065122F.jpg,251598,V0065122F,910992.0,,Eugenia,cisplatensis,,gigantea,Variety,690,1936-04-08,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,88.0,29299.0,29298.0,,,,,,,80.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,212964,,,,Eugenia,costata,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,89.0,2583.0,97464.0,,,,,,,81.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,213048,,,,Eugenia,glaucescens,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,90.0,29432.0,97464.0,,,,,,,82.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,213128,,,,Eugenia,lucida,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,91.0,29530.0,97464.0,,,,,,,83.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,213386,,,,Eugenia,uruguayensis,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,92.0,29868.0,97464.0,,,,,,,84.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,http://fm-digital-assets.fieldmuseum.org/1325/956/31612.jpg,213290,,,,Eugenia,ribeireana,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,93.0,29736.0,97464.0,,,,,,,85.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,http://fm-digital-assets.fieldmuseum.org/417/682/23349.jpg,243138,,,,Blepharocalyx,amarus,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,94.0,10427.0,283283.0,,,,,,,86.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,http://fm-digital-assets.fieldmuseum.org/1527/295/25190.jpg,228280,,,,Peperomia,arechavaletae,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,95.0,56903.0,56868.0,,,,,,,87.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,212918,,,,Eugenia,calycosema,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,96.0,29256.0,97464.0,,,,,,,88.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,212919,,,,Eugenia,cambessedeana,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,97.0,29257.0,97464.0,,,,,,,89.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,http://fm-digital-assets.fieldmuseum.org/221/280/V0067804F.jpg,267734,V0067804F,63779.0,,Ruprechtia,viraru,,,,s.n.,1878-10-28,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,98.0,67801.0,67764.0,,,,,,,90.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,213243,,,,Eugenia,poeppigiana,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,99.0,29681.0,97464.0,,,,,,,91.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,212990,,,,Eugenia,dimorpha,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,100.0,29359.0,97464.0,,,,,,,92.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,253580,,,,Gerardia,digitalis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,101.0,33452.0,284334.0,,,,,,,93.0,45859.0,John Tweedie,J. Tweedie,John,,Tweedie,Person,Botany Master,,,James Tweedie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,214854,,,,Galium,ericoides,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,102.0,32495.0,32476.0,,,,,,,94.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
